energy_center_MeV,annihil,compt,conv,primary,other,total
1.972500,1.000000,0.000000,1.000000,36.000000,5.000000,43.000000
1.977500,0.000000,0.000000,1.000000,30.000000,1.000000,32.000000
1.982500,0.000000,0.000000,0.000000,35.000000,1.000000,36.000000
1.987500,0.000000,1.000000,1.000000,39.000000,3.000000,44.000000
1.992500,0.000000,2.000000,5.000000,47.000000,2.000000,56.000000
1.997500,0.000000,0.000000,1.000000,37.000000,3.000000,41.000000
2.002500,0.000000,1.000000,1.000000,41.000000,1.000000,44.000000
2.007500,0.000000,0.000000,1.000000,46.000000,2.000000,49.000000
2.012500,0.000000,1.000000,1.000000,38.000000,2.000000,42.000000
2.017500,0.000000,1.000000,0.000000,38.000000,1.000000,40.000000
2.022500,0.000000,1.000000,0.000000,37.000000,1.000000,39.000000
2.027500,1.000000,2.000000,2.000000,27.000000,0.000000,32.000000
2.032500,0.000000,1.000000,1.000000,31.000000,1.000000,34.000000
2.037500,0.000000,1.000000,0.000000,38.000000,0.000000,39.000000
2.042500,0.000000,3.000000,0.000000,38.000000,1.000000,42.000000
2.047500,0.000000,0.000000,0.000000,56.000000,0.000000,56.000000
2.052500,0.000000,3.000000,2.000000,38.000000,0.000000,43.000000
2.057500,0.000000,2.000000,2.000000,47.000000,1.000000,52.000000
2.062500,0.000000,0.000000,0.000000,39.000000,1.000000,40.000000
2.067500,0.000000,1.000000,0.000000,37.000000,2.000000,40.000000
2.072500,0.000000,1.000000,1.000000,38.000000,3.000000,43.000000
2.077500,0.000000,1.000000,0.000000,48.000000,3.000000,52.000000
2.082500,0.000000,0.000000,0.000000,44.000000,1.000000,45.000000
2.087500,0.000000,2.000000,2.000000,31.000000,4.000000,39.000000
2.092500,1.000000,0.000000,0.000000,39.000000,1.000000,41.000000
2.097500,1.000000,0.000000,0.000000,44.000000,0.000000,45.000000
2.102500,0.000000,1.000000,2.000000,42.000000,0.000000,45.000000
2.107500,0.000000,2.000000,1.000000,26.000000,1.000000,30.000000
2.112500,0.000000,1.000000,0.000000,44.000000,0.000000,45.000000
2.117500,0.000000,3.000000,0.000000,41.000000,1.000000,45.000000
2.122500,1.000000,0.000000,1.000000,45.000000,1.000000,48.000000
2.127500,0.000000,0.000000,1.000000,36.000000,1.000000,38.000000
2.132500,0.000000,0.000000,0.000000,52.000000,2.000000,54.000000
2.137500,2.000000,1.000000,1.000000,48.000000,1.000000,53.000000
2.142500,0.000000,2.000000,0.000000,23.000000,0.000000,25.000000
2.147500,0.000000,1.000000,1.000000,36.000000,1.000000,39.000000
2.152500,0.000000,0.000000,1.000000,42.000000,1.000000,44.000000
2.157500,0.000000,0.000000,0.000000,38.000000,4.000000,42.000000
2.162500,0.000000,0.000000,1.000000,42.000000,1.000000,44.000000
2.167500,0.000000,0.000000,0.000000,38.000000,0.000000,38.000000
2.172500,0.000000,0.000000,1.000000,32.000000,0.000000,33.000000
2.177500,0.000000,1.000000,1.000000,51.000000,0.000000,53.000000
2.182500,0.000000,0.000000,1.000000,39.000000,1.000000,41.000000
2.187500,0.000000,0.000000,2.000000,41.000000,0.000000,43.000000
2.192500,0.000000,0.000000,0.000000,39.000000,0.000000,39.000000
2.197500,1.000000,2.000000,0.000000,46.000000,3.000000,52.000000
2.202500,0.000000,0.000000,0.000000,51.000000,1.000000,52.000000
2.207500,0.000000,0.000000,0.000000,43.000000,0.000000,43.000000
2.212500,0.000000,1.000000,2.000000,48.000000,1.000000,52.000000
2.217500,0.000000,0.000000,0.000000,43.000000,0.000000,43.000000
2.222500,0.000000,0.000000,0.000000,44.000000,2.000000,46.000000
2.227500,0.000000,1.000000,1.000000,39.000000,0.000000,41.000000
2.232500,0.000000,0.000000,1.000000,57.000000,0.000000,58.000000
2.237500,0.000000,1.000000,0.000000,41.000000,2.000000,44.000000
2.242500,0.000000,0.000000,1.000000,46.000000,1.000000,48.000000
2.247500,0.000000,0.000000,2.000000,45.000000,2.000000,49.000000
2.252500,0.000000,0.000000,1.000000,47.000000,0.000000,48.000000
2.257500,1.000000,1.000000,1.000000,56.000000,2.000000,61.000000
2.262500,0.000000,1.000000,2.000000,43.000000,0.000000,46.000000
2.267500,0.000000,0.000000,0.000000,41.000000,2.000000,43.000000
2.272500,0.000000,2.000000,0.000000,46.000000,0.000000,48.000000
2.277500,1.000000,2.000000,1.000000,40.000000,1.000000,45.000000
2.282500,1.000000,0.000000,1.000000,46.000000,2.000000,50.000000
2.287500,1.000000,0.000000,0.000000,40.000000,0.000000,41.000000
2.292500,0.000000,1.000000,0.000000,36.000000,1.000000,38.000000
2.297500,0.000000,0.000000,1.000000,28.000000,1.000000,30.000000
2.302500,1.000000,0.000000,0.000000,40.000000,1.000000,42.000000
2.307500,0.000000,0.000000,3.000000,33.000000,0.000000,36.000000
2.312500,0.000000,0.000000,0.000000,58.000000,0.000000,58.000000
2.317500,1.000000,2.000000,1.000000,42.000000,0.000000,46.000000
2.322500,0.000000,0.000000,0.000000,49.000000,1.000000,50.000000
2.327500,1.000000,1.000000,0.000000,41.000000,0.000000,43.000000
2.332500,0.000000,0.000000,0.000000,56.000000,2.000000,58.000000
2.337500,0.000000,0.000000,0.000000,41.000000,1.000000,42.000000
2.342500,0.000000,0.000000,2.000000,45.000000,0.000000,47.000000
2.347500,0.000000,1.000000,0.000000,53.000000,0.000000,54.000000
2.352500,0.000000,1.000000,0.000000,41.000000,0.000000,42.000000
2.357500,0.000000,0.000000,0.000000,50.000000,1.000000,51.000000
2.362500,1.000000,0.000000,1.000000,44.000000,0.000000,46.000000
2.367500,0.000000,2.000000,0.000000,45.000000,0.000000,47.000000
2.372500,1.000000,0.000000,0.000000,49.000000,0.000000,50.000000
2.377500,0.000000,1.000000,1.000000,50.000000,0.000000,52.000000
2.382500,0.000000,0.000000,1.000000,58.000000,0.000000,59.000000
2.387500,0.000000,0.000000,0.000000,42.000000,0.000000,42.000000
2.392500,1.000000,1.000000,1.000000,43.000000,0.000000,46.000000
2.397500,1.000000,1.000000,3.000000,41.000000,0.000000,46.000000
2.402500,0.000000,0.000000,0.000000,52.000000,1.000000,53.000000
2.407500,0.000000,0.000000,1.000000,56.000000,2.000000,59.000000
2.412500,0.000000,1.000000,0.000000,51.000000,0.000000,52.000000
2.417500,0.000000,0.000000,0.000000,47.000000,1.000000,48.000000
2.422500,0.000000,0.000000,1.000000,57.000000,1.000000,59.000000
2.427500,0.000000,1.000000,2.000000,37.000000,3.000000,43.000000
2.432500,0.000000,0.000000,0.000000,56.000000,0.000000,56.000000
2.437500,0.000000,1.000000,1.000000,53.000000,0.000000,55.000000
2.442500,1.000000,0.000000,1.000000,59.000000,0.000000,61.000000
2.447500,1.000000,0.000000,1.000000,54.000000,2.000000,58.000000
2.452500,0.000000,0.000000,1.000000,58.000000,0.000000,59.000000
2.457500,0.000000,0.000000,3.000000,50.000000,0.000000,53.000000
2.462500,2.000000,3.000000,0.000000,56.000000,1.000000,62.000000
2.467500,0.000000,0.000000,2.000000,49.000000,0.000000,51.000000
2.472500,0.000000,0.000000,2.000000,36.000000,0.000000,38.000000
2.477500,0.000000,1.000000,0.000000,47.000000,0.000000,48.000000
2.482500,0.000000,0.000000,0.000000,51.000000,0.000000,51.000000
2.487500,1.000000,1.000000,2.000000,45.000000,1.000000,50.000000
2.492500,0.000000,1.000000,0.000000,35.000000,2.000000,38.000000
2.497500,0.000000,2.000000,0.000000,38.000000,1.000000,41.000000
2.502500,1.000000,1.000000,1.000000,47.000000,1.000000,51.000000
2.507500,0.000000,1.000000,2.000000,52.000000,0.000000,55.000000
2.512500,0.000000,2.000000,2.000000,45.000000,1.000000,50.000000
2.517500,0.000000,0.000000,1.000000,41.000000,0.000000,42.000000
2.522500,0.000000,0.000000,0.000000,47.000000,1.000000,48.000000
2.527500,0.000000,1.000000,2.000000,44.000000,0.000000,47.000000
2.532500,0.000000,0.000000,1.000000,53.000000,1.000000,55.000000
2.537500,0.000000,0.000000,0.000000,42.000000,0.000000,42.000000
2.542500,0.000000,2.000000,0.000000,59.000000,0.000000,61.000000
2.547500,0.000000,0.000000,0.000000,45.000000,0.000000,45.000000
2.552500,0.000000,0.000000,0.000000,47.000000,1.000000,48.000000
2.557500,0.000000,1.000000,0.000000,51.000000,0.000000,52.000000
2.562500,0.000000,0.000000,0.000000,57.000000,1.000000,58.000000
2.567500,0.000000,0.000000,1.000000,44.000000,0.000000,45.000000
2.572500,0.000000,0.000000,0.000000,43.000000,0.000000,43.000000
2.577500,0.000000,1.000000,0.000000,51.000000,0.000000,52.000000
2.582500,0.000000,1.000000,2.000000,49.000000,1.000000,53.000000
2.587500,1.000000,1.000000,2.000000,40.000000,1.000000,45.000000
2.592500,0.000000,0.000000,0.000000,52.000000,2.000000,54.000000
2.597500,0.000000,0.000000,0.000000,34.000000,0.000000,34.000000
2.602500,1.000000,0.000000,1.000000,35.000000,0.000000,37.000000
2.607500,0.000000,2.000000,1.000000,52.000000,0.000000,55.000000
2.612500,0.000000,1.000000,0.000000,42.000000,0.000000,43.000000
2.617500,0.000000,2.000000,1.000000,57.000000,0.000000,60.000000
2.622500,0.000000,1.000000,1.000000,58.000000,0.000000,60.000000
2.627500,0.000000,0.000000,1.000000,44.000000,3.000000,48.000000
2.632500,0.000000,0.000000,2.000000,50.000000,1.000000,53.000000
2.637500,0.000000,1.000000,1.000000,45.000000,0.000000,47.000000
2.642500,0.000000,1.000000,0.000000,56.000000,2.000000,59.000000
2.647500,0.000000,2.000000,1.000000,56.000000,0.000000,59.000000
2.652500,0.000000,1.000000,0.000000,42.000000,1.000000,44.000000
2.657500,0.000000,0.000000,1.000000,49.000000,1.000000,51.000000
2.662500,1.000000,0.000000,0.000000,59.000000,0.000000,60.000000
2.667500,0.000000,2.000000,0.000000,40.000000,1.000000,43.000000
2.672500,0.000000,1.000000,3.000000,62.000000,1.000000,67.000000
2.677500,0.000000,0.000000,1.000000,41.000000,0.000000,42.000000
2.682500,0.000000,0.000000,2.000000,64.000000,1.000000,67.000000
2.687500,1.000000,1.000000,0.000000,54.000000,1.000000,57.000000
2.692500,0.000000,2.000000,2.000000,63.000000,0.000000,67.000000
2.697500,0.000000,0.000000,0.000000,53.000000,0.000000,53.000000
2.702500,0.000000,0.000000,0.000000,55.000000,1.000000,56.000000
2.707500,0.000000,1.000000,2.000000,44.000000,0.000000,47.000000
2.712500,0.000000,1.000000,0.000000,37.000000,0.000000,38.000000
2.717500,1.000000,0.000000,1.000000,44.000000,1.000000,47.000000
2.722500,0.000000,1.000000,1.000000,50.000000,0.000000,52.000000
2.727500,0.000000,2.000000,0.000000,37.000000,0.000000,39.000000
2.732500,0.000000,0.000000,3.000000,48.000000,0.000000,51.000000
2.737500,0.000000,0.000000,1.000000,47.000000,1.000000,49.000000
2.742500,0.000000,0.000000,0.000000,51.000000,1.000000,52.000000
2.747500,0.000000,0.000000,0.000000,46.000000,1.000000,47.000000
2.752500,0.000000,0.000000,0.000000,61.000000,0.000000,61.000000
2.757500,1.000000,0.000000,2.000000,64.000000,0.000000,67.000000
2.762500,0.000000,0.000000,1.000000,51.000000,1.000000,53.000000
2.767500,0.000000,0.000000,1.000000,61.000000,0.000000,62.000000
2.772500,0.000000,2.000000,0.000000,60.000000,0.000000,62.000000
2.777500,0.000000,0.000000,1.000000,56.000000,0.000000,57.000000
2.782500,1.000000,3.000000,0.000000,47.000000,0.000000,51.000000
2.787500,0.000000,1.000000,0.000000,55.000000,1.000000,57.000000
2.792500,0.000000,2.000000,0.000000,54.000000,0.000000,56.000000
2.797500,1.000000,0.000000,0.000000,62.000000,0.000000,63.000000
2.802500,0.000000,0.000000,0.000000,43.000000,1.000000,44.000000
2.807500,0.000000,3.000000,1.000000,65.000000,0.000000,69.000000
2.812500,0.000000,0.000000,1.000000,48.000000,3.000000,52.000000
2.817500,0.000000,0.000000,0.000000,52.000000,1.000000,53.000000
2.822500,0.000000,2.000000,0.000000,47.000000,1.000000,50.000000
2.827500,0.000000,1.000000,0.000000,56.000000,1.000000,58.000000
2.832500,0.000000,0.000000,0.000000,54.000000,0.000000,54.000000
2.837500,1.000000,0.000000,0.000000,56.000000,0.000000,57.000000
2.842500,0.000000,0.000000,1.000000,54.000000,0.000000,55.000000
2.847500,0.000000,1.000000,0.000000,64.000000,0.000000,65.000000
2.852500,0.000000,0.000000,0.000000,55.000000,0.000000,55.000000
2.857500,0.000000,0.000000,1.000000,61.000000,1.000000,63.000000
2.862500,0.000000,1.000000,1.000000,48.000000,0.000000,50.000000
2.867500,0.000000,1.000000,0.000000,47.000000,1.000000,49.000000
2.872500,0.000000,2.000000,1.000000,69.000000,0.000000,72.000000
2.877500,1.000000,1.000000,1.000000,53.000000,0.000000,56.000000
2.882500,0.000000,1.000000,0.000000,54.000000,1.000000,56.000000
2.887500,1.000000,2.000000,1.000000,58.000000,0.000000,62.000000
2.892500,0.000000,0.000000,0.000000,63.000000,0.000000,63.000000
2.897500,0.000000,0.000000,0.000000,50.000000,0.000000,50.000000
2.902500,0.000000,0.000000,0.000000,42.000000,0.000000,42.000000
2.907500,1.000000,3.000000,1.000000,41.000000,0.000000,46.000000
2.912500,0.000000,0.000000,0.000000,55.000000,0.000000,55.000000
2.917500,0.000000,1.000000,0.000000,51.000000,0.000000,52.000000
2.922500,0.000000,0.000000,1.000000,51.000000,0.000000,52.000000
2.927500,0.000000,0.000000,1.000000,67.000000,2.000000,70.000000
2.932500,0.000000,1.000000,3.000000,55.000000,0.000000,59.000000
2.937500,0.000000,3.000000,0.000000,53.000000,0.000000,56.000000
2.942500,0.000000,0.000000,0.000000,60.000000,0.000000,60.000000
2.947500,0.000000,0.000000,0.000000,49.000000,0.000000,49.000000
2.952500,0.000000,0.000000,0.000000,42.000000,0.000000,42.000000
2.957500,0.000000,0.000000,1.000000,54.000000,1.000000,56.000000
2.962500,0.000000,0.000000,1.000000,57.000000,1.000000,59.000000
2.967500,0.000000,2.000000,0.000000,69.000000,0.000000,71.000000
2.972500,0.000000,0.000000,1.000000,41.000000,0.000000,42.000000
2.977500,0.000000,0.000000,1.000000,60.000000,0.000000,61.000000
2.982500,0.000000,0.000000,0.000000,53.000000,1.000000,54.000000
2.987500,0.000000,1.000000,0.000000,54.000000,0.000000,55.000000
2.992500,0.000000,3.000000,0.000000,56.000000,0.000000,59.000000
2.997500,0.000000,1.000000,0.000000,43.000000,0.000000,44.000000
3.002500,0.000000,0.000000,0.000000,63.000000,1.000000,64.000000
3.007500,0.000000,0.000000,1.000000,63.000000,0.000000,64.000000
3.012500,0.000000,1.000000,0.000000,47.000000,0.000000,48.000000
3.017500,0.000000,0.000000,1.000000,61.000000,2.000000,64.000000
3.022500,1.000000,0.000000,2.000000,59.000000,0.000000,62.000000
3.027500,0.000000,0.000000,2.000000,49.000000,0.000000,51.000000
3.032500,0.000000,1.000000,0.000000,62.000000,0.000000,63.000000
3.037500,0.000000,0.000000,0.000000,44.000000,1.000000,45.000000
3.042500,0.000000,2.000000,1.000000,56.000000,0.000000,59.000000
3.047500,0.000000,1.000000,1.000000,58.000000,1.000000,61.000000
3.052500,0.000000,0.000000,2.000000,76.000000,0.000000,78.000000
3.057500,0.000000,2.000000,1.000000,73.000000,0.000000,76.000000
3.062500,0.000000,0.000000,0.000000,56.000000,1.000000,57.000000
3.067500,0.000000,1.000000,1.000000,41.000000,1.000000,44.000000
3.072500,0.000000,0.000000,0.000000,42.000000,0.000000,42.000000
3.077500,0.000000,0.000000,2.000000,51.000000,1.000000,54.000000
3.082500,0.000000,2.000000,0.000000,53.000000,0.000000,55.000000
3.087500,0.000000,0.000000,2.000000,49.000000,0.000000,51.000000
3.092500,0.000000,0.000000,0.000000,67.000000,0.000000,67.000000
3.097500,0.000000,0.000000,1.000000,54.000000,0.000000,55.000000
3.102500,0.000000,1.000000,0.000000,49.000000,0.000000,50.000000
3.107500,0.000000,1.000000,1.000000,53.000000,0.000000,55.000000
3.112500,0.000000,2.000000,3.000000,46.000000,0.000000,51.000000
3.117500,0.000000,1.000000,1.000000,50.000000,2.000000,54.000000
3.122500,1.000000,2.000000,0.000000,40.000000,0.000000,43.000000
3.127500,1.000000,0.000000,0.000000,59.000000,0.000000,60.000000
3.132500,0.000000,0.000000,0.000000,56.000000,0.000000,56.000000
3.137500,0.000000,1.000000,0.000000,55.000000,2.000000,58.000000
3.142500,0.000000,1.000000,2.000000,64.000000,1.000000,68.000000
3.147500,0.000000,1.000000,1.000000,62.000000,0.000000,64.000000
3.152500,0.000000,1.000000,1.000000,57.000000,0.000000,59.000000
3.157500,0.000000,0.000000,0.000000,58.000000,0.000000,58.000000
3.162500,1.000000,1.000000,0.000000,57.000000,1.000000,60.000000
3.167500,0.000000,2.000000,2.000000,42.000000,0.000000,46.000000
3.172500,0.000000,2.000000,1.000000,52.000000,0.000000,55.000000
3.177500,0.000000,1.000000,0.000000,65.000000,0.000000,66.000000
3.182500,0.000000,1.000000,0.000000,61.000000,2.000000,64.000000
3.187500,0.000000,0.000000,3.000000,68.000000,1.000000,72.000000
3.192500,0.000000,2.000000,0.000000,53.000000,0.000000,55.000000
3.197500,0.000000,3.000000,0.000000,59.000000,0.000000,62.000000
3.202500,1.000000,0.000000,0.000000,54.000000,0.000000,55.000000
3.207500,0.000000,0.000000,0.000000,55.000000,0.000000,55.000000
3.212500,0.000000,0.000000,1.000000,51.000000,0.000000,52.000000
3.217500,0.000000,1.000000,0.000000,61.000000,2.000000,64.000000
3.222500,0.000000,1.000000,1.000000,54.000000,1.000000,57.000000
3.227500,0.000000,0.000000,0.000000,52.000000,1.000000,53.000000
3.232500,0.000000,0.000000,0.000000,65.000000,1.000000,66.000000
3.237500,0.000000,0.000000,2.000000,55.000000,0.000000,57.000000
3.242500,0.000000,1.000000,1.000000,53.000000,0.000000,55.000000
3.247500,0.000000,0.000000,0.000000,47.000000,0.000000,47.000000
3.252500,0.000000,1.000000,0.000000,54.000000,0.000000,55.000000
3.257500,1.000000,0.000000,0.000000,58.000000,0.000000,59.000000
3.262500,0.000000,1.000000,3.000000,50.000000,0.000000,54.000000
3.267500,0.000000,0.000000,4.000000,57.000000,0.000000,61.000000
3.272500,0.000000,0.000000,0.000000,53.000000,0.000000,53.000000
3.277500,0.000000,0.000000,0.000000,53.000000,0.000000,53.000000
3.282500,0.000000,0.000000,1.000000,47.000000,0.000000,48.000000
3.287500,0.000000,1.000000,0.000000,73.000000,0.000000,74.000000
3.292500,0.000000,2.000000,2.000000,63.000000,0.000000,67.000000
3.297500,0.000000,1.000000,0.000000,62.000000,0.000000,63.000000
3.302500,0.000000,0.000000,0.000000,59.000000,0.000000,59.000000
3.307500,0.000000,1.000000,1.000000,43.000000,0.000000,45.000000
3.312500,0.000000,0.000000,3.000000,65.000000,0.000000,68.000000
3.317500,0.000000,0.000000,0.000000,54.000000,0.000000,54.000000
3.322500,0.000000,1.000000,0.000000,70.000000,0.000000,71.000000
3.327500,0.000000,2.000000,0.000000,56.000000,0.000000,58.000000
3.332500,0.000000,2.000000,1.000000,54.000000,0.000000,57.000000
3.337500,0.000000,2.000000,1.000000,40.000000,0.000000,43.000000
3.342500,0.000000,0.000000,0.000000,58.000000,0.000000,58.000000
3.347500,0.000000,0.000000,2.000000,53.000000,1.000000,56.000000
3.352500,0.000000,0.000000,0.000000,60.000000,0.000000,60.000000
3.357500,1.000000,2.000000,2.000000,68.000000,0.000000,73.000000
3.362500,1.000000,0.000000,0.000000,58.000000,0.000000,59.000000
3.367500,0.000000,0.000000,0.000000,54.000000,0.000000,54.000000
3.372500,0.000000,0.000000,0.000000,48.000000,0.000000,48.000000
3.377500,1.000000,0.000000,2.000000,53.000000,1.000000,57.000000
3.382500,0.000000,0.000000,0.000000,63.000000,0.000000,63.000000
3.387500,0.000000,0.000000,1.000000,59.000000,0.000000,60.000000
3.392500,0.000000,0.000000,1.000000,50.000000,0.000000,51.000000
3.397500,0.000000,0.000000,0.000000,64.000000,0.000000,64.000000
3.402500,2.000000,0.000000,1.000000,58.000000,0.000000,61.000000
3.407500,0.000000,0.000000,0.000000,60.000000,0.000000,60.000000
3.412500,0.000000,2.000000,0.000000,76.000000,0.000000,78.000000
3.417500,1.000000,1.000000,0.000000,68.000000,0.000000,70.000000
3.422500,0.000000,0.000000,0.000000,65.000000,1.000000,66.000000
3.427500,0.000000,0.000000,1.000000,61.000000,0.000000,62.000000
3.432500,0.000000,0.000000,1.000000,52.000000,0.000000,53.000000
3.437500,0.000000,2.000000,1.000000,62.000000,0.000000,65.000000
3.442500,0.000000,0.000000,0.000000,55.000000,0.000000,55.000000
3.447500,0.000000,0.000000,0.000000,60.000000,1.000000,61.000000
3.452500,0.000000,0.000000,0.000000,66.000000,1.000000,67.000000
3.457500,0.000000,0.000000,0.000000,48.000000,0.000000,48.000000
3.462500,0.000000,0.000000,3.000000,61.000000,0.000000,64.000000
3.467500,0.000000,0.000000,0.000000,55.000000,0.000000,55.000000
3.472500,0.000000,0.000000,0.000000,76.000000,0.000000,76.000000
3.477500,0.000000,0.000000,0.000000,58.000000,1.000000,59.000000
3.482500,0.000000,2.000000,0.000000,61.000000,0.000000,63.000000
3.487500,0.000000,0.000000,0.000000,60.000000,0.000000,60.000000
3.492500,0.000000,1.000000,0.000000,56.000000,0.000000,57.000000
3.497500,0.000000,0.000000,0.000000,69.000000,1.000000,70.000000
3.502500,0.000000,1.000000,0.000000,55.000000,0.000000,56.000000
3.507500,0.000000,0.000000,1.000000,55.000000,0.000000,56.000000
3.512500,0.000000,0.000000,0.000000,66.000000,0.000000,66.000000
3.517500,0.000000,0.000000,0.000000,47.000000,0.000000,47.000000
3.522500,0.000000,0.000000,2.000000,63.000000,0.000000,65.000000
3.527500,0.000000,0.000000,0.000000,57.000000,0.000000,57.000000
3.532500,0.000000,1.000000,0.000000,72.000000,1.000000,74.000000
3.537500,0.000000,0.000000,0.000000,59.000000,0.000000,59.000000
3.542500,0.000000,0.000000,0.000000,72.000000,0.000000,72.000000
3.547500,0.000000,1.000000,0.000000,56.000000,0.000000,57.000000
3.552500,0.000000,2.000000,0.000000,57.000000,0.000000,59.000000
3.557500,0.000000,0.000000,1.000000,59.000000,0.000000,60.000000
3.562500,0.000000,0.000000,0.000000,59.000000,1.000000,60.000000
3.567500,0.000000,0.000000,0.000000,52.000000,0.000000,52.000000
3.572500,0.000000,1.000000,0.000000,60.000000,0.000000,61.000000
3.577500,0.000000,1.000000,0.000000,64.000000,0.000000,65.000000
3.582500,0.000000,1.000000,0.000000,53.000000,0.000000,54.000000
3.587500,0.000000,2.000000,1.000000,59.000000,0.000000,62.000000
3.592500,0.000000,0.000000,0.000000,54.000000,0.000000,54.000000
3.597500,0.000000,0.000000,0.000000,62.000000,0.000000,62.000000
3.602500,0.000000,1.000000,0.000000,60.000000,0.000000,61.000000
3.607500,0.000000,0.000000,0.000000,53.000000,0.000000,53.000000
3.612500,0.000000,1.000000,0.000000,51.000000,1.000000,53.000000
3.617500,0.000000,1.000000,0.000000,57.000000,0.000000,58.000000
3.622500,0.000000,0.000000,1.000000,60.000000,1.000000,62.000000
3.627500,0.000000,1.000000,1.000000,59.000000,0.000000,61.000000
3.632500,0.000000,0.000000,1.000000,53.000000,1.000000,55.000000
3.637500,0.000000,0.000000,0.000000,61.000000,0.000000,61.000000
3.642500,1.000000,1.000000,0.000000,57.000000,0.000000,59.000000
3.647500,0.000000,0.000000,0.000000,46.000000,0.000000,46.000000
3.652500,0.000000,1.000000,0.000000,63.000000,1.000000,65.000000
3.657500,0.000000,0.000000,0.000000,70.000000,0.000000,70.000000
3.662500,0.000000,1.000000,0.000000,78.000000,0.000000,79.000000
3.667500,0.000000,0.000000,0.000000,63.000000,1.000000,64.000000
3.672500,0.000000,0.000000,0.000000,60.000000,0.000000,60.000000
3.677500,0.000000,0.000000,0.000000,58.000000,0.000000,58.000000
3.682500,0.000000,1.000000,2.000000,57.000000,0.000000,60.000000
3.687500,1.000000,0.000000,1.000000,56.000000,0.000000,58.000000
3.692500,0.000000,0.000000,0.000000,66.000000,1.000000,67.000000
3.697500,0.000000,0.000000,0.000000,65.000000,0.000000,65.000000
3.702500,0.000000,1.000000,0.000000,73.000000,1.000000,75.000000
3.707500,0.000000,0.000000,0.000000,50.000000,0.000000,50.000000
3.712500,0.000000,1.000000,0.000000,59.000000,0.000000,60.000000
3.717500,0.000000,1.000000,0.000000,65.000000,0.000000,66.000000
3.722500,0.000000,0.000000,0.000000,72.000000,1.000000,73.000000
3.727500,0.000000,1.000000,0.000000,72.000000,0.000000,73.000000
3.732500,0.000000,0.000000,1.000000,61.000000,0.000000,62.000000
3.737500,0.000000,0.000000,0.000000,61.000000,0.000000,61.000000
3.742500,0.000000,0.000000,0.000000,74.000000,0.000000,74.000000
3.747500,0.000000,0.000000,0.000000,69.000000,0.000000,69.000000
3.752500,0.000000,0.000000,0.000000,57.000000,0.000000,57.000000
3.757500,0.000000,1.000000,0.000000,68.000000,0.000000,69.000000
3.762500,0.000000,1.000000,0.000000,66.000000,0.000000,67.000000
3.767500,0.000000,0.000000,1.000000,54.000000,1.000000,56.000000
3.772500,0.000000,0.000000,0.000000,64.000000,0.000000,64.000000
3.777500,1.000000,1.000000,0.000000,61.000000,0.000000,63.000000
3.782500,0.000000,2.000000,0.000000,51.000000,0.000000,53.000000
3.787500,0.000000,1.000000,0.000000,69.000000,1.000000,71.000000
3.792500,0.000000,0.000000,0.000000,71.000000,0.000000,71.000000
3.797500,0.000000,0.000000,0.000000,37.000000,0.000000,37.000000
3.802500,0.000000,0.000000,0.000000,53.000000,1.000000,54.000000
3.807500,0.000000,0.000000,0.000000,68.000000,0.000000,68.000000
3.812500,0.000000,0.000000,1.000000,69.000000,0.000000,70.000000
3.817500,0.000000,1.000000,0.000000,50.000000,0.000000,51.000000
3.822500,0.000000,0.000000,0.000000,51.000000,0.000000,51.000000
3.827500,0.000000,1.000000,1.000000,51.000000,0.000000,53.000000
3.832500,0.000000,0.000000,1.000000,53.000000,0.000000,54.000000
3.837500,0.000000,0.000000,1.000000,52.000000,0.000000,53.000000
3.842500,0.000000,0.000000,0.000000,50.000000,0.000000,50.000000
3.847500,0.000000,0.000000,0.000000,72.000000,0.000000,72.000000
3.852500,0.000000,1.000000,0.000000,51.000000,0.000000,52.000000
3.857500,0.000000,1.000000,0.000000,61.000000,0.000000,62.000000
3.862500,0.000000,0.000000,0.000000,54.000000,0.000000,54.000000
3.867500,1.000000,0.000000,0.000000,55.000000,0.000000,56.000000
3.872500,1.000000,1.000000,0.000000,60.000000,0.000000,62.000000
3.877500,0.000000,0.000000,0.000000,59.000000,0.000000,59.000000
3.882500,0.000000,0.000000,0.000000,59.000000,0.000000,59.000000
3.887500,0.000000,0.000000,1.000000,59.000000,0.000000,60.000000
3.892500,1.000000,1.000000,0.000000,67.000000,0.000000,69.000000
3.897500,0.000000,0.000000,0.000000,50.000000,0.000000,50.000000
3.902500,0.000000,0.000000,2.000000,55.000000,0.000000,57.000000
3.907500,0.000000,1.000000,0.000000,52.000000,0.000000,53.000000
3.912500,0.000000,0.000000,0.000000,64.000000,0.000000,64.000000
3.917500,0.000000,1.000000,0.000000,47.000000,0.000000,48.000000
3.922500,0.000000,0.000000,0.000000,62.000000,1.000000,63.000000
3.927500,0.000000,1.000000,1.000000,57.000000,0.000000,59.000000
3.932500,0.000000,0.000000,0.000000,59.000000,0.000000,59.000000
3.937500,0.000000,1.000000,0.000000,54.000000,0.000000,55.000000
3.942500,0.000000,2.000000,0.000000,55.000000,0.000000,57.000000
3.947500,1.000000,0.000000,0.000000,70.000000,0.000000,71.000000
3.952500,0.000000,0.000000,1.000000,67.000000,0.000000,68.000000
3.957500,0.000000,0.000000,0.000000,62.000000,0.000000,62.000000
3.962500,0.000000,0.000000,0.000000,64.000000,0.000000,64.000000
